Customer_ID;External_Customer_Code;Age;Gender;City_id
1;CUST_00001;40;Male;1
2;CUST_00002;33;Male;2
3;CUST_00003;42;Male;3
4;CUST_00004;53;Male;4
5;CUST_00005;32;Male;1
6;CUST_00006;32;Female;2
7;CUST_00007;53;Female;1
8;CUST_00008;44;Female;3
9;CUST_00009;29;Male;1
10;CUST_00010;41;Male;5
11;CUST_00011;29;Male;5
12;CUST_00012;29;Other;2
13;CUST_00013;37;Female;2
14;CUST_00014;18;Female;3
15;CUST_00015;18;Male;1
16;CUST_00016;28;Female;2
17;CUST_00017;22;Male;1
18;CUST_00018;38;Female;6
19;CUST_00019;24;Female;7
20;CUST_00020;18;Female;2
21;CUST_00021;52;Female;2
22;CUST_00022;32;Male;5
23;CUST_00023;35;Female;8
24;CUST_00024;18;Female;6
25;CUST_00025;28;Male;8
26;CUST_00026;36;Male;4
27;CUST_00027;21;Male;8
28;CUST_00028;39;Male;1
29;CUST_00029;27;Male;2
30;CUST_00030;31;Female;8
31;CUST_00031;27;Male;4
32;CUST_00032;57;Male;9
33;CUST_00033;34;Female;1
34;CUST_00034;22;Female;5
35;CUST_00035;44;Female;5
36;CUST_00036;20;Male;2
37;CUST_00037;37;Female;7
38;CUST_00038;18;Female;4
39;CUST_00039;19;Male;5
40;CUST_00040;37;Male;4
41;CUST_00041;43;Female;8
42;CUST_00042;37;Female;4
43;CUST_00043;33;Female;2
44;CUST_00044;31;Female;2
45;CUST_00045;18;Female;4
46;CUST_00046;26;Female;8
47;CUST_00047;29;Male;6
48;CUST_00048;47;Male;10
49;CUST_00049;39;Male;1
50;CUST_00050;18;Female;4
51;CUST_00051;38;Female;2
52;CUST_00052;30;Female;7
53;CUST_00053;26;Male;9
54;CUST_00054;42;Female;4
55;CUST_00055;47;Male;2
56;CUST_00056;46;Male;2
57;CUST_00057;24;Female;10
58;CUST_00058;31;Female;6
59;CUST_00059;38;Other;7
60;CUST_00060;46;Male;1
61;CUST_00061;29;Female;8
62;CUST_00062;32;Male;10
63;CUST_00063;21;Male;1
64;CUST_00064;20;Female;6
65;CUST_00065;44;Female;2
66;CUST_00066;51;Female;4
67;CUST_00067;34;Male;3
68;CUST_00068;47;Female;4
69;CUST_00069;39;Male;7
70;CUST_00070;27;Female;6
71;CUST_00071;39;Male;2
72;CUST_00072;53;Male;6
73;CUST_00073;34;Female;4
74;CUST_00074;53;Female;1
75;CUST_00075;18;Male;2
76;CUST_00076;44;Male;4
77;CUST_00077;36;Female;2
78;CUST_00078;31;Male;2
79;CUST_00079;36;Male;4
80;CUST_00080;18;Male;1
81;CUST_00081;32;Male;5
82;CUST_00082;39;Female;1
83;CUST_00083;52;Female;8
84;CUST_00084;28;Female;6
85;CUST_00085;25;Other;8
86;CUST_00086;28;Male;1
87;CUST_00087;45;Male;5
88;CUST_00088;38;Male;6
89;CUST_00089;28;Male;7
90;CUST_00090;41;Male;1
91;CUST_00091;36;Female;2
92;CUST_00092;46;Female;10
93;CUST_00093;26;Male;2
94;CUST_00094;31;Female;4
95;CUST_00095;30;Female;2
96;CUST_00096;18;Female;10
97;CUST_00097;38;Female;9
98;CUST_00098;38;Female;4
99;CUST_00099;35;Female;7
100;CUST_00100;32;Female;4
101;CUST_00101;18;Female;4
102;CUST_00102;29;Male;5
103;CUST_00103;30;Male;3
104;CUST_00104;25;Female;7
105;CUST_00105;33;Male;1
106;CUST_00106;39;Male;6
107;CUST_00107;57;Female;2
108;CUST_00108;37;Male;4
109;CUST_00109;38;Female;4
110;CUST_00110;34;Female;7
111;CUST_00111;18;Female;3
112;CUST_00112;34;Female;4
113;CUST_00113;35;Male;2
114;CUST_00114;64;Female;3
115;CUST_00115;32;Female;2
116;CUST_00116;38;Other;10
117;CUST_00117;34;Male;2
118;CUST_00118;20;Male;1
119;CUST_00119;48;Female;9
120;CUST_00120;44;Male;2
121;CUST_00121;44;Female;4
122;CUST_00122;24;Male;1
123;CUST_00123;51;Male;3
124;CUST_00124;18;Male;3
125;CUST_00125;42;Male;2
126;CUST_00126;61;Female;2
127;CUST_00127;23;Female;10
128;CUST_00128;28;Male;1
129;CUST_00129;36;Female;10
130;CUST_00130;28;Male;2
131;CUST_00131;18;Female;2
132;CUST_00132;35;Male;10
133;CUST_00133;22;Female;2
134;CUST_00134;40;Female;3
135;CUST_00135;23;Female;2
136;CUST_00136;53;Female;2
137;CUST_00137;25;Female;9
138;CUST_00138;31;Female;4
139;CUST_00139;44;Female;8
140;CUST_00140;20;Female;2
141;CUST_00141;37;Female;6
142;CUST_00142;50;Male;8
143;CUST_00143;18;Female;1
144;CUST_00144;37;Male;7
145;CUST_00145;38;Female;6
146;CUST_00146;44;Female;1
147;CUST_00147;20;Female;6
148;CUST_00148;19;Male;6
149;CUST_00149;41;Male;2
150;CUST_00150;38;Female;4
151;CUST_00151;38;Female;1
152;CUST_00152;39;Male;4
153;CUST_00153;26;Male;8
154;CUST_00154;37;Female;4
155;CUST_00155;38;Female;5
156;CUST_00156;26;Male;1
157;CUST_00157;57;Male;4
158;CUST_00158;40;Male;7
159;CUST_00159;20;Female;6
160;CUST_00160;42;Male;6
161;CUST_00161;23;Male;2
162;CUST_00162;44;Male;1
163;CUST_00163;48;Male;1
164;CUST_00164;25;Female;9
165;CUST_00165;46;Male;1
166;CUST_00166;39;Male;3
167;CUST_00167;44;Male;10
168;CUST_00168;57;Male;1
169;CUST_00169;32;Male;6
170;CUST_00170;25;Female;7
171;CUST_00171;24;Female;3
172;CUST_00172;25;Female;2
173;CUST_00173;34;Female;1
174;CUST_00174;39;Female;1
175;CUST_00175;38;Male;2
176;CUST_00176;44;Female;6
177;CUST_00177;35;Female;3
178;CUST_00178;52;Female;1
179;CUST_00179;31;Female;8
180;CUST_00180;67;Male;10
181;CUST_00181;42;Female;1
182;CUST_00182;24;Female;2
183;CUST_00183;22;Other;8
184;CUST_00184;40;Male;3
185;CUST_00185;32;Male;10
186;CUST_00186;43;Male;2
187;CUST_00187;40;Female;2
188;CUST_00188;34;Male;2
189;CUST_00189;24;Male;6
190;CUST_00190;18;Other;8
191;CUST_00191;29;Male;2
192;CUST_00192;45;Female;7
193;CUST_00193;37;Male;6
194;CUST_00194;20;Female;10
195;CUST_00195;37;Female;9
196;CUST_00196;39;Female;2
197;CUST_00197;24;Female;3
198;CUST_00198;36;Male;2
199;CUST_00199;35;Male;1
200;CUST_00200;21;Male;3
201;CUST_00201;39;Female;3
202;CUST_00202;41;Female;4
203;CUST_00203;47;Male;6
204;CUST_00204;47;Female;8
205;CUST_00205;18;Male;7
206;CUST_00206;23;Female;2
207;CUST_00207;41;Female;7
208;CUST_00208;41;Male;4
209;CUST_00209;41;Female;4
210;CUST_00210;75;Male;4
211;CUST_00211;41;Female;4
212;CUST_00212;48;Female;5
213;CUST_00213;46;Male;6
214;CUST_00214;42;Male;5
215;CUST_00215;31;Male;2
216;CUST_00216;44;Female;8
217;CUST_00217;25;Female;7
218;CUST_00218;32;Male;10
219;CUST_00219;29;Female;6
220;CUST_00220;35;Female;6
221;CUST_00221;62;Male;3
222;CUST_00222;18;Male;7
223;CUST_00223;43;Female;2
224;CUST_00224;18;Female;7
225;CUST_00225;29;Male;4
226;CUST_00226;48;Male;1
227;CUST_00227;35;Male;3
228;CUST_00228;22;Female;4
229;CUST_00229;26;Male;7
230;CUST_00230;43;Male;1
231;CUST_00231;26;Female;2
232;CUST_00232;37;Female;4
233;CUST_00233;35;Male;2
234;CUST_00234;27;Male;8
235;CUST_00235;60;Female;1
236;CUST_00236;42;Male;4
237;CUST_00237;18;Male;2
238;CUST_00238;37;Female;1
239;CUST_00239;27;Male;7
240;CUST_00240;45;Female;2
241;CUST_00241;25;Female;10
242;CUST_00242;33;Male;5
243;CUST_00243;41;Male;10
244;CUST_00244;45;Female;7
245;CUST_00245;20;Female;2
246;CUST_00246;30;Female;1
247;CUST_00247;29;Female;3
248;CUST_00248;27;Male;8
249;CUST_00249;56;Female;10
250;CUST_00250;39;Male;10
251;CUST_00251;19;Male;4
252;CUST_00252;46;Male;2
253;CUST_00253;60;Male;7
254;CUST_00254;47;Female;10
255;CUST_00255;18;Male;4
256;CUST_00256;29;Male;3
257;CUST_00257;50;Male;1
258;CUST_00258;26;Female;1
259;CUST_00259;40;Female;3
260;CUST_00260;44;Male;7
261;CUST_00261;23;Male;4
262;CUST_00262;34;Male;2
263;CUST_00263;18;Female;2
264;CUST_00264;22;Female;10
265;CUST_00265;31;Female;1
266;CUST_00266;20;Female;7
267;CUST_00267;54;Male;5
268;CUST_00268;18;Female;7
269;CUST_00269;29;Female;1
270;CUST_00270;36;Male;7
271;CUST_00271;52;Male;1
272;CUST_00272;18;Female;2
273;CUST_00273;48;Female;2
274;CUST_00274;35;Male;1
275;CUST_00275;23;Female;3
276;CUST_00276;40;Female;2
277;CUST_00277;37;Male;2
278;CUST_00278;27;Male;9
279;CUST_00279;35;Male;2
280;CUST_00280;30;Female;7
281;CUST_00281;36;Male;1
282;CUST_00282;42;Male;2
283;CUST_00283;54;Female;5
284;CUST_00284;20;Female;2
285;CUST_00285;60;Male;6
286;CUST_00286;18;Male;1
287;CUST_00287;33;Female;2
288;CUST_00288;42;Female;2
289;CUST_00289;38;Female;2
290;CUST_00290;27;Male;2
291;CUST_00291;32;Female;8
292;CUST_00292;29;Female;4
293;CUST_00293;27;Female;1
294;CUST_00294;45;Female;4
295;CUST_00295;39;Male;5
296;CUST_00296;26;Male;5
297;CUST_00297;45;Female;8
298;CUST_00298;38;Female;3
299;CUST_00299;44;Female;1
300;CUST_00300;42;Male;1
301;CUST_00301;25;Female;6
302;CUST_00302;28;Female;10
303;CUST_00303;43;Male;4
304;CUST_00304;42;Male;4
305;CUST_00305;34;Female;9
306;CUST_00306;36;Female;7
307;CUST_00307;50;Female;4
308;CUST_00308;27;Female;8
309;CUST_00309;41;Male;1
310;CUST_00310;32;Male;2
311;CUST_00311;32;Female;1
312;CUST_00312;48;Female;4
313;CUST_00313;44;Female;2
314;CUST_00314;44;Female;7
315;CUST_00315;50;Male;1
316;CUST_00316;35;Female;6
317;CUST_00317;43;Male;2
318;CUST_00318;31;Male;2
319;CUST_00319;38;Male;3
320;CUST_00320;33;Male;6
321;CUST_00321;36;Male;5
322;CUST_00322;42;Male;9
323;CUST_00323;25;Male;1
324;CUST_00324;60;Male;1
325;CUST_00325;22;Female;3
326;CUST_00326;20;Male;9
327;CUST_00327;48;Male;10
328;CUST_00328;44;Female;7
329;CUST_00329;42;Female;7
330;CUST_00330;42;Female;1
331;CUST_00331;34;Male;6
332;CUST_00332;24;Female;7
333;CUST_00333;35;Male;10
334;CUST_00334;26;Male;2
335;CUST_00335;46;Male;1
336;CUST_00336;33;Female;2
337;CUST_00337;25;Male;2
338;CUST_00338;31;Male;3
339;CUST_00339;39;Male;2
340;CUST_00340;28;Female;2
341;CUST_00341;25;Female;1
342;CUST_00342;37;Male;6
343;CUST_00343;37;Female;6
344;CUST_00344;28;Female;2
345;CUST_00345;29;Female;2
346;CUST_00346;37;Male;2
347;CUST_00347;18;Female;4
348;CUST_00348;18;Male;1
349;CUST_00349;26;Female;5
350;CUST_00350;32;Male;4
351;CUST_00351;38;Male;2
352;CUST_00352;52;Male;8
353;CUST_00353;45;Female;1
354;CUST_00354;33;Male;10
355;CUST_00355;34;Female;1
356;CUST_00356;22;Male;6
357;CUST_00357;34;Female;8
358;CUST_00358;31;Female;5
359;CUST_00359;38;Female;1
360;CUST_00360;25;Female;1
361;CUST_00361;41;Female;4
362;CUST_00362;53;Male;5
363;CUST_00363;33;Female;3
364;CUST_00364;39;Male;2
365;CUST_00365;43;Female;2
366;CUST_00366;30;Female;4
367;CUST_00367;37;Male;2
368;CUST_00368;35;Male;1
369;CUST_00369;36;Male;2
370;CUST_00370;25;Female;10
371;CUST_00371;35;Female;5
372;CUST_00372;40;Female;9
373;CUST_00373;52;Female;1
374;CUST_00374;46;Female;6
375;CUST_00375;60;Male;3
376;CUST_00376;25;Male;2
377;CUST_00377;45;Female;10
378;CUST_00378;37;Female;4
379;CUST_00379;61;Female;2
380;CUST_00380;25;Male;4
381;CUST_00381;24;Male;2
382;CUST_00382;27;Male;10
383;CUST_00383;18;Male;1
384;CUST_00384;28;Male;1
385;CUST_00385;25;Female;2
386;CUST_00386;36;Male;3
387;CUST_00387;39;Female;4
388;CUST_00388;57;Male;6
389;CUST_00389;46;Female;6
390;CUST_00390;28;Male;4
391;CUST_00391;24;Male;2
392;CUST_00392;40;Male;8
393;CUST_00393;19;Female;2
394;CUST_00394;56;Female;2
395;CUST_00395;49;Male;8
396;CUST_00396;29;Male;2
397;CUST_00397;18;Female;1
398;CUST_00398;51;Male;4
399;CUST_00399;33;Male;4
400;CUST_00400;49;Female;8
401;CUST_00401;18;Female;10
402;CUST_00402;27;Male;10
403;CUST_00403;35;Male;8
404;CUST_00404;35;Female;1
405;CUST_00405;29;Male;1
406;CUST_00406;42;Male;4
407;CUST_00407;22;Female;1
408;CUST_00408;33;Female;9
409;CUST_00409;36;Male;7
410;CUST_00410;41;Other;2
411;CUST_00411;43;Female;2
412;CUST_00412;21;Male;2
413;CUST_00413;18;Other;2
414;CUST_00414;50;Male;2
415;CUST_00415;38;Male;6
416;CUST_00416;26;Female;3
417;CUST_00417;53;Male;8
418;CUST_00418;36;Male;2
419;CUST_00419;49;Male;1
420;CUST_00420;35;Male;4
421;CUST_00421;59;Female;7
422;CUST_00422;56;Female;7
423;CUST_00423;32;Other;3
424;CUST_00424;46;Male;4
425;CUST_00425;42;Male;10
426;CUST_00426;51;Male;2
427;CUST_00427;23;Male;6
428;CUST_00428;43;Male;2
429;CUST_00429;47;Female;4
430;CUST_00430;18;Female;10
431;CUST_00431;20;Female;1
432;CUST_00432;18;Male;2
433;CUST_00433;31;Female;2
434;CUST_00434;43;Male;2
435;CUST_00435;53;Male;2
436;CUST_00436;35;Female;2
437;CUST_00437;54;Female;2
438;CUST_00438;18;Male;2
439;CUST_00439;18;Male;9
440;CUST_00440;34;Male;1
441;CUST_00441;39;Female;2
442;CUST_00442;34;Male;6
443;CUST_00443;18;Other;3
444;CUST_00444;33;Male;10
445;CUST_00445;19;Male;1
446;CUST_00446;43;Female;6
447;CUST_00447;39;Female;8
448;CUST_00448;23;Male;8
449;CUST_00449;28;Female;10
450;CUST_00450;22;Female;3
451;CUST_00451;34;Female;3
452;CUST_00452;46;Female;6
453;CUST_00453;23;Female;4
454;CUST_00454;41;Female;10
455;CUST_00455;28;Female;7
456;CUST_00456;25;Male;2
457;CUST_00457;33;Male;9
458;CUST_00458;22;Male;2
459;CUST_00459;28;Male;4
460;CUST_00460;20;Male;3
461;CUST_00461;58;Female;2
462;CUST_00462;35;Male;4
463;CUST_00463;26;Male;2
464;CUST_00464;37;Female;1
465;CUST_00465;33;Male;2
466;CUST_00466;32;Male;1
467;CUST_00467;42;Male;1
468;CUST_00468;44;Male;9
469;CUST_00469;28;Male;9
470;CUST_00470;28;Female;2
471;CUST_00471;31;Female;8
472;CUST_00472;18;Male;2
473;CUST_00473;18;Male;2
474;CUST_00474;51;Male;2
475;CUST_00475;54;Female;9
476;CUST_00476;32;Male;5
477;CUST_00477;41;Male;2
478;CUST_00478;38;Female;2
479;CUST_00479;71;Male;2
480;CUST_00480;48;Male;4
481;CUST_00481;33;Male;6
482;CUST_00482;23;Female;2
483;CUST_00483;18;Female;8
484;CUST_00484;37;Female;1
485;CUST_00485;25;Female;5
486;CUST_00486;18;Female;10
487;CUST_00487;27;Female;4
488;CUST_00488;22;Female;7
489;CUST_00489;55;Male;7
490;CUST_00490;45;Female;1
491;CUST_00491;34;Male;1
492;CUST_00492;52;Male;5
493;CUST_00493;35;Female;2
494;CUST_00494;24;Male;2
495;CUST_00495;53;Female;4
496;CUST_00496;41;Male;7
497;CUST_00497;22;Female;8
498;CUST_00498;32;Female;5
499;CUST_00499;24;Female;6
500;CUST_00500;18;Male;2
501;CUST_00501;46;Male;6
502;CUST_00502;57;Female;8
503;CUST_00503;18;Male;2
504;CUST_00504;41;Female;2
505;CUST_00505;27;Female;2
506;CUST_00506;29;Male;6
507;CUST_00507;27;Male;3
508;CUST_00508;24;Male;10
509;CUST_00509;35;Female;9
510;CUST_00510;25;Male;2
511;CUST_00511;38;Male;3
512;CUST_00512;34;Male;7
513;CUST_00513;32;Female;1
514;CUST_00514;24;Male;9
515;CUST_00515;28;Male;1
516;CUST_00516;44;Female;3
517;CUST_00517;41;Female;3
518;CUST_00518;23;Female;8
519;CUST_00519;36;Male;6
520;CUST_00520;44;Male;2
521;CUST_00521;18;Female;6
522;CUST_00522;41;Male;1
523;CUST_00523;27;Female;7
524;CUST_00524;41;Female;8
525;CUST_00525;25;Male;5
526;CUST_00526;18;Female;2
527;CUST_00527;18;Female;7
528;CUST_00528;35;Male;5
529;CUST_00529;38;Female;7
530;CUST_00530;24;Male;2
531;CUST_00531;42;Male;2
532;CUST_00532;18;Male;2
533;CUST_00533;34;Female;10
534;CUST_00534;20;Female;10
535;CUST_00535;27;Female;9
536;CUST_00536;35;Male;1
537;CUST_00537;24;Female;1
538;CUST_00538;30;Male;10
539;CUST_00539;47;Female;7
540;CUST_00540;28;Male;5
541;CUST_00541;45;Male;7
542;CUST_00542;21;Male;4
543;CUST_00543;41;Female;10
544;CUST_00544;52;Male;3
545;CUST_00545;18;Female;4
546;CUST_00546;25;Male;2
547;CUST_00547;41;Male;2
548;CUST_00548;32;Male;2
549;CUST_00549;39;Female;8
550;CUST_00550;27;Female;2
551;CUST_00551;36;Male;2
552;CUST_00552;33;Male;1
553;CUST_00553;49;Male;6
554;CUST_00554;38;Female;1
